name,brand,vintage,varietal_label,wine_type,appellation,designation,rating,review,reviewer,retail,state,slug,pub_date_web,alcohol,country
The Show 2018 Cabernet Sauvignon (California),The Show,2018,Cabernet Sauvignon,Red,California,,88,"This bold and full-bodied wine is very deep in color, offers exuberant crushed berry aromas and very fruity, concentrated flavors that are nicely wrapped in moderate tannins.",J.G.,15,California,the-show-2018-cabernet-sauvignon-california,2020-12-31,0.1380,USA
The Royal Nonesuch Farm 2018 Red (York Mountain),The Royal Nonesuch Farm,2018,Red Blend,Red,York Mountain,,94,"Black plum, lilac and black pepper make for a deep and rich yet dry and savory combination on the nose of this blend of 67% Grenache, 18% Syrah, 14% Graciano and 1% Clairette Blanche. It's well wound on the sip, offering black-pepper, cassis, black-cherry and star anise flavors, all wrapped in chiseled tannins.",M.K.,55,California,the-royal-nonesuch-farm-2018-red-york-mountain,2020-11-01,0.1450,USA
The Royal Bull 2018 Crown Jewels Red (Columbia Valley (WA)),The Royal Bull,2018,Rhône-style Red Blend,Red,Columbia Valley (WA),Crown Jewels,89,"Syrah, Grenache and Mourvèdre each make up about a third of this wine. The aromas intrigue, with notes of iron, funk, dried herb and brown spices. It's ripe in style, with plush feeling fruit and savory flavors that are quite jammy.",S.S.,60,Washington,the-royal-bull-2018-crown-jewels-red-columbia-valley-wa-rhone-style-red-blend,2020-12-01,0.1530,USA
The Messenger 2018 Chara Red (Shenandoah Valley (CA)),The Messenger,2018,Red Blend,Red,Shenandoah Valley (CA),Chara,88,"Beef and black-pepper aromas give this wine a big personality without totally overdoing it. It's dry, full bodied, moderately tannic and backs up the oaky, spicy notes with good, subdued berry flavors.",J.G.,25,California,the-messenger-2018-chara-red-shenandoah-valley-ca,2020-12-31,0.1420,USA
The Joy Fantastic 2018 Syrah (Sta. Rita Hills),The Joy Fantastic,2018,Syrah,Red,Sta. Rita Hills,,95,"There's impressive density evident on the nose of this bottling, starting with charcoal, roasted meat and beach tar, as well as savory tones of green olive and black pepper. Charred berry flavors come through on the sip, as do iodine, smoked meat, dried herbs, pepper and a hint of caramel. Drink 2022–2038.",M.K.,50,California,the-joy-fantastic-2018-syrah-sta-rita-hills,2020-12-01,0.1340,USA
The Joy Fantastic 2018 Pinot Noir (Sta. Rita Hills),The Joy Fantastic,2018,Pinot Noir,Red,Sta. Rita Hills,,95,"Rugged aromas of juniper, bay leaf, toasted sage and Kalamata olive ride atop a core of black raspberry and plum on the nose of this bottling from a vineyard planted in 2014. The palate is utterly savory, offering sage, crumpled flowers, green olive and juniper against the dark-plum backdrop.",M.K.,50,California,the-joy-fantastic-2018-pinot-noir-sta-rita-hills,2020-12-01,0.1350,USA
The Infinite Monkey Theorem 2018 Cabernet Franc (Colorado),The Infinite Monkey Theorem,2018,Cabernet Franc,Red,Colorado,,88,"Raspberry and cherry pop on the nose, with some vanilla, pepper and leather tones adding depth. The tannins offer gentle grip, but the acidity is tart and sunny, keeping this fresh and structured, and giving a solid base to flavors of ripe plum and tart cranberry wrapped in vanilla. It finishes on tart berry, with lingering tannins making this a good match for fatty protein.",F.A.,25,Colorado,the-infinite-monkey-theorem-2018-cabernet-franc-colorado,2020-08-01,0.1320,USA
The Infinite Monkey Theorem 2018 Malbec (Colorado),The Infinite Monkey Theorem,2018,Malbec,Red,Colorado,,88,"Aromas of blueberry and plum are highlighted by pink peppercorn on the nose. Juicy and fruit-forward upfront, it's loaded with cherry, pomegranate and cranberry. Sweet vanilla tones emerge with sarsaparilla and oak tones. The acidity is juicy and bouncy, while tannins add just enough structure to keep things interesting. Spice elements rule the finish, lacing around the fruit core.",F.A.,25,Colorado,the-infinite-monkey-theorem-2018-malbec-colorado,2020-08-01,0.1320,USA
The Infinite Monkey Theorem 2018 Syrah (Colorado),The Infinite Monkey Theorem,2018,Syrah,Red,Colorado,,90,"This wine offers aromas of pomegranate, cherry and orange zest on the charming nose. The palate is juicy and tart, loaded with fruit flavors that mirror the nose, with an amped-up orange flavor, zesty acidity and notes of cracked pepper. Sandy tannins structure the wine and frame the fruit.",F.A.,25,Colorado,the-infinite-monkey-theorem-2018-syrah-colorado,2020-08-01,0.1320,USA
The Huntsman 2018 Cabernet Sauvignon (Columbia Valley (WA)),The Huntsman,2018,Cabernet Sauvignon,Red,Columbia Valley (WA),,88,"Aromas of sweet black currant and sugared plum are followed by lighter-styled, well-balanced currant flavors. The oak is pulled way back, giving an unadorned look at the variety that will win fans.",S.S.,18,Washington,the-huntsman-2018-cabernet-sauvignon-columbia-valley-wa,2020-08-01,0.1350,USA
"The Hideaway 2018 Time Will Tell, We Won't Cabernet Sauvignon (Santa Barbara County)",The Hideaway,2018,Cabernet Sauvignon,Red,Santa Barbara County,"Time Will Tell, We Won't",92,"Fresh and snappy black- and red-fruit aromas meet with wet stone and light herbs on the nose of this bottling. The palate is fresh and fun with black peppercorns, crisp blackberry and richer black-cherry tones that ride acidity into the finish.",M.K.,50,California,the-hideaway-2018-time-will-tell-we-wont-cabernet-sauvignon-santa-barbara-county,2020-12-31,0.1510,USA
The Hideaway 2018 Motel Zinfandel (Santa Barbara County),The Hideaway,2018,Zinfandel,Red,Santa Barbara County,Motel,92,"Pristine aromas of blackberry paste meet with white pepper and wet stone on the fresh nose of this bottling, which is one of the few Zinfandels from this county. Clean lines of boysenberry, fennel stalk and more pepper and stone consume the palate.",M.K.,50,California,the-hideaway-2018-motel-zinfandel-santa-barbara-county,2020-12-31,0.1450,USA
The Guide 2018 Pinot Noir (Oregon),The Guide,2018,Pinot Noir,Red,Oregon,,90,"Aromas of cinnamon, peppermint, spice, smoke, cherry and celery salt intrigue. The palate is light, elegant and well-balanced, fleshing out over time, with a light lick of tannins. Blood orange notes linger on the finish. It brings a lot of appeal.",S.S.,15,Oregon,the-guide-2018-pinot-noir-oregon,2020-04-01,0.1360,USA
The Four Graces 2018 Dundee Hills Reserve Pinot Noir (Dundee Hills),The Four Graces,2018,Pinot Noir,Red,Dundee Hills,Dundee Hills Reserve,91,"A pretty violet aroma leads the way into a solid wine packed with blueberry, blackberry and plum fruit flavors. A hint of cola and a streak of dark chocolate contribute to a potent, powerful Pinot that can take on almost any sort of meat entrée, including a big burger.",P.G.,40,Oregon,the-four-graces-2018-dundee-hills-reserve-pinot-noir-dundee-hills,2020-10-01,0.1450,USA
The Four Graces 2018 Pinot Noir (Willamette Valley),The Four Graces,2018,Pinot Noir,Red,Willamette Valley,,88,"Fruity pomegranate and blackberry flavors are front and center, with a gentle streak of licorice putting a dark note through the finish. It's forward and tasty, but doesn't show much depth as the finish fades away. Drink while it's young and fresh.",P.G.,30,Oregon,the-four-graces-2018-pinot-noir-willamette-valley,2020-04-01,0.1390,USA
The Feminist Party 2018 G-S-M (Santa Barbara County),The Feminist Party,2018,G-S-M,Red,Santa Barbara County,,93,"Brisk hits of cherry and hibiscus are surrounded by more leathery tones of smoked meat on the nose of this blend of 50% Grenache, 30% Mourvèdre and 20% Syrah. The core flavors of red cherry and raspberry are lifted by toasted sage and seared pork, providing the lighter bodied wine with lots of intrigue.",M.K.,36,California,the-feminist-party-2018-g-s-m-santa-barbara-county,2020-10-01,0.1450,USA
The Calling 2018 Pinot Noir (Monterey County),The Calling,2018,Pinot Noir,Red,Monterey County,,92,"Candied Bing cherry and fresh hibiscus aromas make this an immediately likable bottling by Jim Nantz and his team, while the star anise, gingerbread and sweet herb aromas add complexity. The palate is lively and fresh with more red fruit and flowers as well as cinnamon and wild chaparral spices, leading into a eucalyptus-oil-kissed finish.",M.K.,0,California,the-calling-2018-pinot-noir-monterey-county,2020-03-01,0.1420,USA
Thacher 2018 Glenrose Vineyard Cinsault (Adelaida District),Thacher,2018,Cinsault,Red,Adelaida District,Glenrose Vineyard,92,"This is an extremely fresh and zesty bottling, quite good chilled as well. It's a shade darker than rosé in the glass, and offers crunchy aromas of crisp red currant, hibiscus, fruit punch, sumac and cinnamon. The palate is zippy with acidity and lively with white-pepper spice that lifts up the cranberry, rose-petal and blood-orange-rind flavors.",M.K.,36,California,thacher-2018-glenrose-vineyard-cinsault-adelaida-district,2020-03-01,0.1188,USA
Thacher 2018 Shell Creek Vineyard Valdiguié (Paso Robles Highlands District),Thacher,2018,Valdiguié,Red,Paso Robles Highlands District,Shell Creek Vineyard,93,"From a rarely seen grape once known as “Napa Gamay,” this bottling begins with hearty boysenberry, crumpled purple flowers and a strong streak of potting soil and turned loam on the nose. The palate is uniquely earthy and fresh at once, with grippy tannins and strong acidity delivering a gritty combination of wet soil and black raspberry.",M.K.,36,California,thacher-2018-shell-creek-vineyard-valdiguie-paso-robles-highlands-district,2020-03-01,0.1420,USA
Textbook 2018 Merlot (Napa Valley),Textbook,2018,Merlot,Red,Napa Valley,,90,"Cinnamon and clove accent an elegant core of plum in this supple, smooth and balanced wine. Offering great value for the impressive quality, it endures in length and texture, with a finishing touch of black pepper.",V.B.,27,California,textbook-2018-merlot-napa-valley,2020-08-01,0.1360,USA
Terra d'Oro 2018 SHR Field Blend Zinfandel (Amador County),Terra d'Oro,2018,Zinfandel,Red,Amador County,SHR Field Blend,91,"This interesting and complex wine blends savory and mineral flavors with ripe berries on a full body and smooth, non-tannic texture. The 13% Petite Sirah and 7% Barbera add depth and lift to the Zin.",J.G.,35,California,terra-doro-2018-shr-field-blend-zinfandel-amador-county,2020-10-01,0.1550,USA
Terra d'Oro 2018 Home Vineyard Zinfandel (Amador County),Terra d'Oro,2018,Zinfandel,Red,Amador County,Home Vineyard,89,"This is a very good, richly flavored wine, quite full bodied and generously spiced, with vanilla and brown sugar notes.",J.G.,35,California,terra-doro-2018-home-vineyard-zinfandel-amador-county,2020-10-01,0.1550,USA
Terra d'Oro 2018 Teroldego (Amador County),Terra d'Oro,2018,Teroldego,Red,Amador County,,92,"This full-bodied, bold wine is rich in color, flavor and texture, showing a black hue with deep ruby rim, aromas of cooked blueberries and dark chocolate, and generous black-fruit flavors wrapped in dense fine-grained tannins. Best through 2026.",J.G.,18,California,terra-doro-2018-teroldego-amador-county,2020-10-01,0.1450,USA
Terra d'Oro 2018 Aglianico (Amador County),Terra d'Oro,2018,Aglianico,Red,Amador County,,91,"This full-bodied muscular wine is bold in flavor and moderately tannic in texture, offering mineral, pepper and smoke nuances along with rich blackberry and black cherry. It nicely balances elements of strength and complexity.",J.G.,18,California,terra-doro-2018-aglianico-amador-county,2020-10-01,0.1450,USA
Terra d'Oro 2018 Barbera (Amador County),Terra d'Oro,2018,Barbera,Red,Amador County,,91,"This is a bold, bright wine that packs plenty of fresh blackberry and black-plum flavors that are held by moderate tannins for a good, appetizing grip. Concentrated fruit flavors and subtle vanilla, nutmeg and clove accents add to its appeal.",J.G.,18,California,terra-doro-2018-barbera-amador-county,2020-11-01,0.1450,USA
Ternion 2018 Pinot Noir (Santa Barbara County-Sonoma County-Monterey County),Ternion,2018,Pinot Noir,Red,Santa Barbara County-Sonoma County-Monterey County,,86,Very shy aromas barely allow light cranberry and wet earth scents to arise on the nose of this three-county blend. Simple pomegranate flavors meet with light earth on the palate.,M.K.,25,California,ternion-2018-pinot-noir-santa-barbara-county-sonoma-county-monterey-county,2020-05-01,0.1380,USA
Tensley 2018 Syrah (Sta. Rita Hills),Tensley,2018,Syrah,Red,Sta. Rita Hills,,94,"Crumpled purple flowers give a floral kick to the nose of this bottling, which is also full of dark blackberry at its core and pinches of pepper on the edges. Herbal tones of crushed thyme, peppercorn and bay leaf arise on the sip, giving nuance to the dark-berry core, with popping acidity driving into the finish.",M.K.,32,California,tensley-2018-syrah-sta-rita-hills,2020-12-01,0.1450,USA
Tensley 2018 Fundamental Cabernet Sauvignon (Central Coast),Tensley,2018,Cabernet Sauvignon,Red,Central Coast,Fundamental,89,"Blackberry and dried mint meet with a light oak toast on the nose of this bottling. It's very dry on the palate, where black-plum, elderberry and violet flavors join with hearty tobacco-leaf elements.",M.K.,18,California,tensley-2018-fundamental-cabernet-sauvignon-central-coast,2020-11-01,0.1450,USA
Tensley 2018 BMT Syrah (Santa Barbara County),Tensley,2018,Syrah,Red,Santa Barbara County,BMT,94,"One of the annual magnum-only releases from Joey Tensley, this one, named after his niece, blends syrah from Rodney's and Colson Canyon vineyards with 25% Grenache from the latter as well. Rich black-plum, cola, smoked beef and pepper aromas hit all the right notes on the nose, while the palate offers hearty cassis and sarsaparilla spice. Drink 2022–2038.",M.K.,95,California,tensley-2018-bmt-syrah-santa-barbara-county,2020-11-01,0.1500,USA
Tensley 2018 Noir Syrah (Santa Barbara County),Tensley,2018,Syrah,Red,Santa Barbara County,Noir,95,"Deep and unctuous on the nose, this bottling entices with rich aromas of violet, cassis and berry pie. It's thick and lush on the palate as well, where black-fruit and purple-flowers flavors dance in a powerful yet elegant harmony.",M.K.,60,California,tensley-2018-noir-syrah-santa-barbara-county,2020-12-01,0.1500,USA
Tensley 2018 Colson Canyon Vineyard Syrah (Santa Barbara County),Tensley,2018,Syrah,Red,Santa Barbara County,Colson Canyon Vineyard,95,"Very dark in the glass, this single-vineyard bottling from a unique vineyard high in the rocky mountains above the Santa Maria Valley shows incredible intensity on the nose, with dark berry, plum, cocoa, cola and light floral freshness. The palate is purely purple and black fruits, enhanced by crushed espresso bean and cracked pepper—a head-turner wine.",M.K.,45,California,tensley-2018-colson-canyon-vineyard-syrah-santa-barbara-county,2020-12-01,0.1500,USA
Tensley 2018 Fundamental Pinot Noir (Central Coast),Tensley,2018,Pinot Noir,Red,Central Coast,Fundamental,91,"Baked boysenberrry, mahogany, clove and juniper aromas show on the nose of this bottling. Dark-plum flavors are framed by solid acidity and tannins on the palate, while hints of bay leaf and juniper also show.",M.K.,18,California,tensley-2018-fundamental-pinot-noir-central-coast,2020-11-01,0.1370,USA
Tensley 2018 OGT Syrah (Santa Barbara County),Tensley,2018,Syrah,Red,Santa Barbara County,OGT,94,"Named for winemaker Joey Tensley's son, Oliver Gunnar Tensley, this magnum bottling combines from the Tensley, Colson Canyon and Thompson vineyards. The nose is intense with pepper, violets and açai aromas, leading into a palate that is deep and rich with cassis and cracked pepper, yet leveled by tons of acidity. Drink 2022–2040.",M.K.,95,California,tensley-2018-ogt-syrah-santa-barbara-county,2020-11-01,0.1500,USA
Tensley 2018 Tensley Vineyard Syrah (Santa Barbara County),Tensley,2018,Syrah,Red,Santa Barbara County,Tensley Vineyard,94,"Crumpled lavender, tart black plum and a hint of teriyaki show on the nose of this bottling from the Tensley family's home vineyard. Savory flavors of roasted beef, crusted in rosemary and lavender, meet with cassis and are wrapped in firm tannins on the palate.",M.K.,44,California,tensley-2018-tensley-vineyard-syrah-santa-barbara-county,2020-11-01,0.1500,USA
Tensley 2018 All Blocks Red (Santa Barbara County),Tensley,2018,Rhône-style Red Blend,Red,Santa Barbara County,All Blocks,94,"Crumpled purple flowers, cola and blackberry aromas show on the nose of this blend of 85% Grenache, 14% Syrah and 1% Mourvèdre from the Tensley and Colson Canyon vineyards. Purple-fruit flavors hit the palate first, following by toasty mocha and charred meats.",M.K.,34,California,tensley-2018-all-blocks-red-santa-barbara-county,2020-11-01,0.1470,USA
Tensley 2018 Turner Vineyard Syrah (Santa Barbara County),Tensley,2018,Syrah,Red,Santa Barbara County,Turner Vineyard,97,"Joey Tensley's expertise in rich Syrahs makes a perfect partner to this cool-climate site in the Sta. Rita Hills. Intense aromas of peppercorn, roast lamb, tar and elderberry coulis lead into a dense, viscous and yet enlivening palate, loaded with flavors of spicy cracked pepper and beef yakitori in a blackberry dipping sauce. It only grows more intense with time. Drink now through 2038.",M.K.,42,California,tensley-2018-turner-vineyard-syrah-santa-barbara-county,2020-11-01,0.1500,USA
Tenshen 2018 Red (Santa Barbara County),Tenshen,2018,Red Blend,Red,Santa Barbara County,,90,"Dense blackberry, black plum, oak and coconut husk show on the nose of this blend. There is dense blackberry fruit and dried herbs on the palate, whose medium-bodied mouthfeel leads into a coffee finish.",M.K.,25,California,tenshen-2018-red-santa-barbara-county,2020-09-01,0.1550,USA
Tehachapi 2018 Malbec (Paso Robles),Tehachapi,2018,Malbec,Red,Paso Robles,,91,"From the Shoemaker Vineyard, this bottling begins with aromas of baked black cherry, cardamom and cola, proving very lush and enticing on the nose. The richness carries to the sip, where black-cherry, coffee-cream and vanilla flavors align.",M.K.,38,California,tehachapi-2018-malbec-paso-robles,2020-12-01,0.1480,USA
Tehachapi 2018 Pinot Noir (California),Tehachapi,2018,Pinot Noir,Red,California,,82,"A heavy woody character coats this wine, from the aroma of sawdust and toast to baked earth and meat flavors. It shows very little varietal character.",J.G.,30,California,tehachapi-2018-pinot-noir-california,2020-12-01,0.1480,USA
Tehachapi 2018 Reserve Syrah (California),Tehachapi,2018,Syrah,Red,California,Reserve,88,"This full-bodied well-concentrated wine offers a tamarind aroma, beefy and rich berrylike flavors and a dash of black pepper. It shows attractive cedar and toast nuances and has appropriately firm tannins.",J.G.,30,California,tehachapi-2018-reserve-syrah-california,2020-12-01,0.1420,USA
Tehachapi 2018 Reserve Merlot (California),Tehachapi,2018,Merlot,Red,California,Reserve,93,"This dark and opulent wine grown at 3,900 feet elevation in Southern California is a revelation. It seamlessly blends rich baking spices with concentrated blackberry, dark chocolate and black fig flavors, while fine-grained tannins add to its luxurious texture.",J.G.,29,California,tehachapi-2018-reserve-merlot-california,2020-12-01,0.1430,USA
Tehachapi 2018 Cabernet Sauvignon (California),Tehachapi,2018,Cabernet Sauvignon,Red,California,,85,"A dusty, earthy aroma leads to quite oaky flavors and a firmly tannic texture in this full-bodied wine. Some ripe blackberry and blueberry flavors do come through to help balance it out.",J.G.,30,California,tehachapi-2018-cabernet-sauvignon-california,2020-12-01,0.1350,USA
Technique 2018 Proprietary Red (Stags Leap District),Technique,2018,Bordeaux-style Red Blend,Red,Stags Leap District,Proprietary,87,This blend offers juicy dark-fruit and cocoa-powder flavors around powdered tannin and generous oak. An undercurrent of dried herb lingers on the finish.,V.B.,40,California,technique-2018-proprietary-red-stags-leap-district,2020-05-01,0.1500,USA
Teachworth 2018 Pinot Noir (Los Carneros),Teachworth,2018,Pinot Noir,Red,Los Carneros,,88,"Thick and juicy in dark black fruit, this wine offers a wealth of toasted oak, forest-floor and black-tea components that work well together. The tannin weight and oak give it a hearty heaviness for fans of a bigger style.",V.B.,60,California,teachworth-2018-pinot-noir-los-carneros,2020-12-31,0.1475,USA
Tassajara 2018 Pinot Noir (Monterey),Tassajara,2018,Pinot Noir,Red,Monterey,,87,Dark-berry and plum aromas meet with roasted meat and red flowers on the nose of this bottling. A creamy texture carries cranberry and river-stone flavors across the pleasant (if simple) palate.,M.K.,15,California,tassajara-2018-pinot-noir-monterey,2020-12-31,0.1350,USA
Taraval 2018 Brick Kiln Red (Paso Robles),Taraval,2018,Red Blend,Red,Paso Robles,Brick Kiln,90,"Aromas of muddled mulberry, strawberry, nutmeg and light cardamom are fresh and spicy on the nose of this bottling. It's clean and straightforward on the palate, with flavors of boysenberry pie, rose petals and baking spice, wrapped in fine tannins and a fresh acidity.",M.K.,18,California,taraval-2018-brick-kiln-red-paso-robles,2020-12-01,0.1390,USA
Table Eleven 2018 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Table Eleven,2018,Pinot Noir,Red,Sta. Rita Hills,La Encantada Vineyard,94,"Pristine aromas of black raspberry, crushed river stone and a delicate flake of mace converge for a complex and complete nose on this bottling of the Pommard clone. The palate is lively and zesty at first, then offers waves of fresh berry and light fennel pollen—altogether a very focused expression.",M.K.,52,California,table-eleven-2018-la-encantada-vineyard-pinot-noir-sta-rita-hills,2020-12-31,0.1350,USA
Tablas Creek 2018 Cotes de Tablas Red (Adelaida District),Tablas Creek,2018,Rhône-style Red Blend,Red,Adelaida District,Cotes de Tablas,94,"There's an utter smoothness to this wine that must come from the decades of experience that the winery has in blending Rhône varieties. This mix of 45% Grenache, 33% Syrah, 12% Counoise and 10% Mourvèdre starts with cherry, hibiscus, crushed gravel and cola on the nose. The palate combines berry, baking-spice and cappuccino flavors, wrapped in a leathery structure.",M.K.,35,California,tablas-creek-2018-cotes-de-tablas-red-adelaida-district,2020-10-01,0.1450,USA
Tablas Creek 2018 Patelin de Tablas Red (Paso Robles),Tablas Creek,2018,Rhône-style Red Blend,Red,Paso Robles,Patelin de Tablas,92,"There's a strongly stony streak on the nose of this blend of 40% Syrah, 33% Grenache, 21% Mourvèdre, 3% Counoise and 3% Terret Noir, which also offers dried berry and purple-flower aromas. The palate is earthy and full of rocky flavors, yet also offers black-raspberry, red-plum and wild herb elements.",M.K.,25,California,tablas-creek-2018-patelin-de-tablas-red-paso-robles,2020-10-01,0.1300,USA
Syncline 2018 Estate Grown Steep Creek Ranch Red (Columbia Gorge (WA)),Syncline,2018,Red Blend,Red,Columbia Gorge (WA),Estate Grown Steep Creek Ranch,93,"This wine is a blend of 48% Mondeuse, 28% Syrah, 14% Grenache and 10% Gamay Noir. The aromas aren't ready to reveal their charms at first, with light notes of dried herb, raspberry, crushed flower, mineral and cranberry that open over time. The flavors are medium bodied, tart, puckering and focused. Firm but polished tannins back it up. It brings a vibrant sense of acidity seldom seen in the state on red wines, along with a pleasing rusticity and plenty of crunchy red fruit. It's a statement wine for this appellation.",S.S.,60,Washington,syncline-2018-estate-grown-steep-creek-ranch-red-columbia-gorge-wa,2020-11-01,0.1310,USA
Syncline 2018 McKinley Springs Vineyard Cinsault (Horse Heaven Hills),Syncline,2018,Cinsault,Red,Horse Heaven Hills,McKinley Springs Vineyard,93,"Initially locked up, the aromas open to reveal notes of wild strawberry and other red berries followed by achingly pure soft, layered red fruit flavors. It's a knee buckler with an exquisitely long finish, drinking like a bowl of fresh fruit.",S.S.,40,Washington,syncline-2018-mckinley-springs-vineyard-cinsault-horse-heaven-hills,2020-11-01,0.1410,USA
Syncline 2018 Subduction Red (Columbia Valley (WA)),Syncline,2018,Rhône-style Red Blend,Red,Columbia Valley (WA),Subduction,91,"Syrah makes up half of this wine, with the rest Grenache (18%) and near equal parts Mourvèdre, Carignan and Cinsault. The aromas are arresting, with notes of blue fruit, smoked meat, strawberry and dried herb, showing pleasing complexity. The palate starts out quite elegant in style, fleshing out with time, juicy, with bright, focused, pure fruit flavors. A long, fruit-filled finish caps it off. There's a lot going on. Pair it with roasted pork loin.",S.S.,25,Washington,syncline-2018-subduction-red-columbia-valley-or,2020-04-01,0.1430,USA
Syncline 2018 Estate Grown Gamay (Columbia Gorge (WA)),Syncline,2018,Gamay,Red,Columbia Gorge (WA),Estate Grown,91,"This is the first release of this variety off the winery's estate vineyard and a rare offering from the state. The aromas provide vibrant notes of raspberry, Red Vines candy, peppery spice, red gummy and strawberry. The palate is light, tart and elegant, with the achingly pure fruit front and center. It's flat-out delicious—required reading for anyone interested in one of the cutting edges of Washington wine.",S.S.,35,Washington,syncline-2018-estate-grown-gamay-columbia-gorge-wa,2020-04-01,0.1420,USA
Sweet Cheeks 2018 Pinot Noir (Willamette Valley),Sweet Cheeks,2018,Pinot Noir,Red,Willamette Valley,,87,"The winery style is to override fruit and varietal specificity with dominating flavors of tobacco and vanilla. Tannins are astringent and quickly follow. This is unquestionably a flavorful effort that will appeal to some palates, but don't look for classic Willamette Valley Pinot Noir styling.",P.G.,31,Oregon,sweet-cheeks-2018-pinot-noir-willamette-valley,2020-12-01,0.1370,USA
Sutcliffe 2018 Pinot Noir (Colorado),Sutcliffe,2018,Pinot Noir,Red,Colorado,,82,"Ruby red and transparent. Light vanilla and raspberry aromas round out the tart edges of strawberry, apple, red plum and tart cherry. The palate is dry and flat, offering flavors of red apple peel and cocoa powder that lack concentration. Tannins linger on the tip of the tongue and dry out the palate, creating a scratchy wool texture dying on a short, dull finish.",F.A.,36,Colorado,sutcliffe-2018-pinot-noir-colorado,2020-08-01,0.1200,USA
Sunstone 2018 Villa Soleil Red (Santa Ynez Valley),Sunstone,2018,Red Blend,Red,Santa Ynez Valley,Villa Soleil,90,"Strong aromas of berry and cassis kick off the nose of this blend of 54% Merlot, 24% Cabernet Franc and 22% Syrah. It lands with a rich heft on the palate, where aged strawberry and gooey black-currant flavors are wrapped in vanilla tones.",M.K.,65,California,sunstone-2018-villa-soleil-red-santa-ynez-valley,2020-12-31,0.1400,USA
Sunstone 2018 Founder's Reserve Red (Santa Ynez Valley),Sunstone,2018,Bordeaux-style Red Blend,Red,Santa Ynez Valley,Founder's Reserve,92,"Aromas of dark-red berries, warm fruitcake and a touch of toasted grape seed kick off the nose of this blend of 80% Merlot and 20% Cabernet Franc. There is a pleasant freshness to the palate, where boysenberry and blueberry flavors meet with roasted wood, cured meat and a rocky minerality.",M.K.,65,California,sunstone-2018-founders-reserve-red-santa-ynez-valley,2020-12-31,0.1460,USA
Sunstone 2018 Rapsodie Red (Santa Barbara County),Sunstone,2018,Rhône-style Red Blend,Red,Santa Barbara County,Rapsodie,88,"Roasted blackberry, coffee cream, liquid lilac and grape-seed aromas show on the nose of this blend of 70% Grenache, 24% Syrah and 6% Mourvèdre. Crushed berries and grape-seed tones also show on the sip.",M.K.,65,California,sunstone-2018-rapsodie-red-santa-barbara-county,2020-12-31,0.1450,USA
Sunstone 2018 Reserve Petit Verdot (Paso Robles),Sunstone,2018,Petit Verdot,Red,Paso Robles,Reserve,91,"Very dark in the glass, this reserve bottling shows smoked meat, black-currant, cola, fig, coffee and crushed black-rock aromas on the dynamic nose. There is a firm tannic structure to the sip, where roasted plum and berry flavors meet with nutmeg spice and a caramel finish.",M.K.,65,California,sunstone-2018-reserve-petit-verdot-paso-robles,2020-08-01,0.1450,USA
Sunstone 2018 Grenache (Santa Ynez Valley),Sunstone,2018,Grenache,Red,Santa Ynez Valley,,88,"Light and delicate on the nose, this bottling from El Camino Real Vineyard offers red-rose, cherry and tangy red-plum-skin aromas. There is a tartness to the palate, where red-currant and raspberry-juice flavors are hit with pepper and vanilla spices.",M.K.,45,California,sunstone-2018-grenache-santa-ynez-valley-grenache,2020-08-01,0.1430,USA
Sun Break 2018 Cortell-Rose Vineyard Ariane Pinot Noir (Eola-Amity Hills),Sun Break,2018,Pinot Noir,Red,Eola-Amity Hills,Cortell-Rose Vineyard Ariane,92,"A hundred percent whole-cluster fermented, this elegant, plummy wine is tart to the point of sour, but in a good, pie cherry sort of style. It was aged 16 months in mostly neutral barrels, and like the other Sun Break Pinots, this had no added sulfites. There are hints of mocha and a smooth, tangy finish.",P.G.,29,Oregon,sun-break-2018-cortell-rose-vineyard-ariane-pinot-noir-eola-amity-hills,2020-12-01,0.1410,USA
Sun Break 2018 Marie-Paule Cortell-Rose Vineyard Pinot Noir (Eola-Amity Hills),Sun Break,2018,Pinot Noir,Red,Eola-Amity Hills,Marie-Paule Cortell-Rose Vineyard,93,"This cuvée was half fermented with whole clusters. It's a precise, focused wine—the blackberry and black cherry fruit has a gentle squirt of lemony acidity. It's lively and clean, with no sulfites added, and a lovely showcase for this outstanding vineyard.",P.G.,29,Oregon,sun-break-2018-marie-paule-cortell-rose-vineyard-pinot-noir-eola-amity-hills,2020-12-01,0.1470,USA
Sun Break 2018 Cortell-Rose Vineyard Colette Pinot Noir (Eola-Amity Hills),Sun Break,2018,Pinot Noir,Red,Eola-Amity Hills,Cortell-Rose Vineyard Colette,94,"One of a trio that provide an interesting glimpse into the use of whole clusters (or no whole clusters as here) in the fermentation. Vibrant and lushly aromatic, this lip-smacking wine is jam-packed with raspberry fruit, blackberry fruit and juicy acids. It's tart and streaked lightly with espresso and baking spices.",P.G.,29,Oregon,sun-break-2018-cortell-rose-vineyard-colette-pinot-noir-eola-amity-hills,2020-12-01,0.1490,USA
Succession 2018 Malbec (Columbia Valley (WA)),Succession,2018,Malbec,Red,Columbia Valley (WA),,86,"With fruit coming from Antoine Creek Vineyard, light aromas of varnish and cherry lead to tart, sleek, center-focused flavors. The variety seems hard to find.",S.S.,42,Washington,succession-2018-malbec-columbia-valley-wa,2020-12-01,0.1440,USA
